"ID","SourceFiscalYear","AccountDSI","TreasuryAgencyCode","MainAccountCode","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","BSA","BSA.Title","LineItem","LineItemTitle","CostType","CostTypeTitle","AddOrNonAdd","Classified","Category","FiscalYear","OriginType","PBtotal","PBtype","EnactedTotal","EnactedType","SpecialType","ActualTotal","QuantPBtotal","QuantPBtype","QuantEnactedTotal","QuantEnactedType","QuantSpecialTotal","QuantActualTotal"
,2012,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","30 ","10",,"8658AA0712","Network And Mission Plan","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,0,,,,,,0
,2012,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","31 ","10",,"8659AA0723","Comms, Nav Surveillance","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,0,,,,,,0
,2012,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","32 ","10",,"8859AA0711","Gatm Rollup","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,102824,,,,,,0
,2012,"2031A",,,"Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","33 ","10",,"9555A00018","RQ-7 UAV MODS","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,649939,,,,,,0
,2012,"2031A",,,"Aircraft Procurement, Army","ARMY","03","Spares and Repair Parts","34 ","10",,"0420AA0950","Spare Parts (AIR)","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,28013,,,,,,0
,2012,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","35 ","10",,"3632AZ3504","Aircraft Survivability Equipment","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,25895,,,,,,0
,2012,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","36 ","10",,"5044AZ3507","Survivability CM","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,285141,,,,,,0
,2012,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","37 ","10",,"5397AZ3517","CMWS","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,0,,,,,,0
,2012,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","38 ","30",,"0832AZ3000","Avionics Support Equipment","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,4918,,,,,,0
,2012,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","39 ","30",,"5212AZ3100","Common Ground Equipment","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,116616,,,,,,0
,2012,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","40 ","30",,"6380AZ3110","Aircrew Integrated Systems","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,66053,,,,,,0
,2012,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","41 ","30",,"6818AA0050","Air Traffic Control","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,86762,,,,,,0
,2012,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","42 ","30",,"8132AZ3300","Industrial Facilities","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,1528,,,,,,0
,2012,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","43 ","30",,"9154A50100","Launcher, 2.75 Rocket","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,2708,,,,,,0
,2012,"2031A",,,"Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","44 ","30",,"9161AA0705","Airborne Communications","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,11075,,,,,,0
,2012,"2031A",,,"Aircraft Procurement, Army","ARMY","20","Undistributed","45 ","99",,"FY2011CR","Adj to Match Continuing Resolution","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,0,,,,,,0
,2012,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","1  ","10",,"7152C49100","Patriot System Summary","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,341296,,,,,,59
,2012,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","2  ","10",,"8260C53101","MSE Missile","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,0,,,,,,0
,2012,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","3  ","10",,"9001C81001","Surface-Launched Amraam System Summary:","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,40349,,,,,,0
,2012,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","3  ","10",,"9001C81001","Surface-Launched Amraam System Summary:","B","Less: Advance Procurement (PY)","Add","U",,2010,"Total",,,,,,-40349,,,,,,0
,2012,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","4  ","20",,"1338C70000","Hellfire Sys Summary","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,227101,,,,,,2165
,2012,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","5  ","30",,"0648CC0007","Javelin (Aaws-M) System Summary","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,258553,,,,,,1334
,2012,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","6  ","30",,"2104C59300","Tow 2 System Summary","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,141933,,,,,,2482
,2012,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","6  ","30",,"2104C59300","Tow 2 System Summary","B","Less: Advance Procurement (PY)","Add","U",,2010,"Total",,,,,,0,,,,,,0
,2012,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","7  ","30",,"2104C59300","Tow 2 System Summary","C","Advance Procurement (CY)","Add","U",,2010,"Total",,,,,,0,,,,,,0
,2012,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","8  ","30",,"4500C64501","BCT Non Line of Sight Launch System - Increm","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,0,,,,,,0
,2012,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","9  ","30",,"6005C64400","Guided Mlrs Rocket (GMLRS)","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,353311,,,,,,3228
,2012,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","10 ","30",,"6060C65405","MLRS Reduced Range Practice Rockets (RRPR)","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,15615,,,,,,2064
,2012,"2032A",,,"Missile Procurement, Army","ARMY","02","Other Missiles","11 ","30",,"6200C02901","High Mobility Artillery Rocket System (HIMARS","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,208416,,,,,,46
,2012,"2032A",,,"Missile Procurement, Army","ARMY","03","Modification of Missiles","12 ","10",,"0962C50700","Patriot Mods","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,44637,,,,,,0
,2012,"2032A",,,"Missile Procurement, Army","ARMY","03","Modification of Missiles","13 ","10",,"2684C20000","Stinger Mods","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,0,,,,,,0
,2012,"2032A",,,"Missile Procurement, Army","ARMY","03","Modification of Missiles","14 ","10",,"3972C61700","Itas/Tow Mods","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,6961,,,,,,0
,2012,"2032A",,,"Missile Procurement, Army","ARMY","03","Modification of Missiles","15 ","10",,"6552C67500","MLRS Mods","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,22423,,,,,,0
,2012,"2032A",,,"Missile Procurement, Army","ARMY","03","Modification of Missiles","16 ","10",,"6580C67501","Himars Modifications","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,70890,,,,,,0
,2012,"2032A",,,"Missile Procurement, Army","ARMY","03","Modification of Missiles","17 ","10",,"6700C71500","Hellfire Modifications","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,10,,,,,,0
,2012,"2032A",,,"Missile Procurement, Army","ARMY","04","Spares and Repair Parts","18 ","10",,"1242CA0250","Spares And Repair Parts","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,22269,,,,,,0
,2012,"2032A",,,"Missile Procurement, Army","ARMY","05","Support Equipment and Facilities","19 ","10",,"1242C93000","Air Defense Targets","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,4175,,,,,,0
,2012,"2032A",,,"Missile Procurement, Army","ARMY","05","Support Equipment and Facilities","20 ","10",,"3902CL2000","Items Less Than $5.0m (Missiles)","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,1174,,,,,,0
,2012,"2032A",,,"Missile Procurement, Army","ARMY","05","Support Equipment and Facilities","21 ","10",,"4662CA0100","Production Base Support","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,4384,,,,,,0
,2012,"2032A",,,"Missile Procurement, Army","ARMY","20","Undistributed","22 ","99",,"FY2011CR","Adj to Match Continuing Resolution","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,0,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","1  ","10",,"7180G85100","Stryker Vehicle","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,512774,,,,,,93
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","2  ","10",,"7300G86100","Future Combat Systems: (FCS)","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,26087,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","2  ","10",,"7300G86100","Future Combat Systems: (FCS)","B","Less: Advance Procurement (PY)","Add","U",,2010,"Total",,,,,,-26087,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","3  ","10",,"7310G86200","FCS Spin Outs","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,212177,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","3  ","10",,"7310G86200","FCS Spin Outs","B","Less: Advance Procurement (PY)","Add","U",,2010,"Total",,,,,,-43139,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","4  ","10",,"7310G86200","FCS Spin Outs","C","Advance Procurement (CY)","Add","U",,2010,"Total",,,,,,41871,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","5  ","20",,"0230GM0100","STRYKER (MOD)","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,0,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","6  ","20",,"1284GZ2300","Fist Vehicle (MOD)","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,70087,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","7  ","20",,"1678GZ2400","Bradley Program (MOD)","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,768332,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","8  ","20",,"2072GA0400","Howitzer, Med Sp Ft 155mm M109a6 (MOD)","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,42608,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","9  ","20",,"3700GA0570","Improved Recovery Vehicle (M88a2 Hercules)","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,105215,,,,,,27
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","10 ","20",,"4872G82925","Assault Breacher Vehicle","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,63055,,,,,,13
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","11 ","20",,"5129G80571","M88 FOV MODS","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,0,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","12 ","20",,"5225GZ3001","Joint Assault Bridge","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,1500,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","13 ","20",,"6406GA0700","M1 Abrams Tank (MOD)","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,174562,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","14 ","20",,"6500GA0750","Abrams Upgrade Program","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,185038,,,,,,22
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","15 ","30",,"5960GA0050","Production Base Support (TCV-WTCV)","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,6581,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","16 ","10",,"1366G01300","Howitzer, Light, Towed, 105mm, M119","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,39536,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","17 ","10",,"1696G16101","Integrated Air Burst Weapon System Family","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,0,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","18 ","10",,"2472G13000","M240 Medium Machine Gun (7.62MM)","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,19296,,,,,,1400
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","19 ","10",,"5000GB2000","Machine Gun, Cal .50 M2 Roll","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,82491,,,,,,4230
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20 ","10",,"5237G12800","Lightweight .50 Caliber Machine Gun","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,974,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","21 ","10",,"5632G12900","M249 Saw Machine Gun (5.56MM)","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,2526,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","22 ","10",,"6106G13400","Mk-19 Grenade Machine Gun (40MM)","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,7676,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","23 ","10",,"6580G02200","Mortar Systems","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,14733,,,,,,275
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","24 ","10",,"8165G01500","M107, Cal. 50, Sniper Rifle","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,223,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","25 ","10",,"8181G01501","Xm320 Grenade Launcher Module (GLM)","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,29874,,,,,,8025
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","26 ","10",,"8182G01505","M110 Semi-Automatic Sniper System (SASS)","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,6204,,,,,,422
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","27 ","10",,"8198G14904","M4 Carbine","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,20437,,,,,,12000
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","28 ","10",,"8262G18300","Shotgun, Modular Accessory System (MASS)","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,0,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","29 ","10",,"8310G04700","Common Remotely Operated Weapons Station (CRO","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,552370,,,,,,2284
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","30 ","10",,"8635G15325","Handgun","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,3379,,,,,,5000
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","31 ","10",,"9582G01700","Howitzer Lt Wt 155mm (T)","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,157415,,,,,,40
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","32 ","20",,"3000GB3000","MK-19 Grenade Machine Gun Mods","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,8523,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","33 ","20",,"3010GB3007","M4 Carbine Mods","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,35525,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","34 ","20",,"3015GB4000","M2 50 Cal Machine Gun Mods","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,36766,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","35 ","20",,"3020GZ1290","M249 Saw Machine Gun Mods","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,33695,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","36 ","20",,"3030GZ1300","M240 Medium Machine Gun Mods","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,22709,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","37 ","20",,"3181GZ1500","Sniper Rifles Modifications","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,0,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","38 ","20",,"3640GC0401","M119 Modifications","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,46478,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","39 ","20",,"6456GZ2800","M16 Rifle Mods","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,4173,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","40 ","20",,"7869GZ2801","M14 7.62 Rifle Mods","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,8800,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","41 ","20",,"9280GC0925","Modifications Less Than $5.0m (WOCV-WTCV)","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,8538,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","42 ","30",,"1862GL3200","Items Less Than $5.0m (WOCV-WTCV)","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,5549,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","43 ","30",,"3270GC0050","Production Base Support (WOCV-WTCV)","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,23781,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","44 ","30",,"3400GC0075","Industrial Preparedness","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,391,,,,,,0
,2012,"2033A",,,"Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","45 ","30",,"4010GC0076","Small Arms Equipment (Soldier Enh Prog)","A","Weapon System Cost","Add","U",,2010,"Total",,,,,,4997,,,,,,0
